Station Code,Station Name,STATE,Temperature Min,Temperature Max,pH Min,pH Max,Conductivity (µmhos/cm) Min,Conductivity (µmhos/cm) Max,Year
1637,"SOHRA
CHERRAPUNJEE,
MEGHALAYA",MEGHALAYA,14,21,7,6.5,110,185,2015
1638,"SHANGPUNG,
MEGHALAYA",MEGHALAYA,18,40,7,6.5,128,140,2015
3385,"MAWTHADRISHAN WELL
AT MARKASA, WEST
KHASI HILLS",MEGHALAYA,17,18,7,7.1,32,35,2015
3386,"JAKREM HOT SPRING AT
JAKREM, WEST KHASI
HILLS",MEGHALAYA,40,44,9,9.5,335,365,2015
2054,"RAMHLUM
(NORTHERN PART)",MIZORAM,13,23,6,8.4,62,705,2015
2055,"MISSION
VENGTHLANG
(SOUTHERN PART)",MIZORAM,12,20,6,7.7,178,877,2015
3729,"BAWNGKAWN HAND
PUMP, NEAR HB
PETROLPUMP",MIZORAM,16,21,6,7.7,65,573,2015
3730,"SELESIH HAND
PUMP",MIZORAM,15,20,5,7.5,66,675,2015
3731,"TUIKUAL HAND
PUMP",MIZORAM,16,21,6,7.6,70,1070,2015
3732,"CHALTLANG HAND
PUMP NEAR TEMI
TYRE WORKS",MIZORAM,15,21,6,7.7,58,709,2015
3733,"S HLIMEN HAND
PUMP",MIZORAM,15,24,6,7.7,37,359,2015
3739,"ZOBAWK VENG
HAND PUMP,
LUNGLEI",MIZORAM,15,20,6,7.8,49,491,2015
3742,"CHANMARI HAND
PUMP, LAWNGTLAI",MIZORAM,19,24,6,6.9,55,428,2015
3748,"PROJECT NENG
HAND PUMP,
SERCHHIP",MIZORAM,16,23,6,8.7,20,156,2015
3758,"BETHEL VENG HAND
PUMP, CHAMPHAI",MIZORAM,15,24,7,9.2,38,405,2015
1644,"JAGATPUR INDUSTRIAL
AREA, CUTTACK ORISSA",ODISHA,26,31,7,7.1,674,908,2015
1645,"MADHUPATNA- KALYAN
NAGAR AREA, CUTTACK,
ORISSA",ODISHA,30,34,7,7.6,290,386,2015
1646,"BIDANASHI - TULASIPUR
AREA, CUTTACK, ORISSA",ODISHA,29,30,8,7.7,139,165,2015
1647,"BADAMBARI AREA,
CUTTACK, ORISSA",ODISHA,28,31,7,7.8,405,663,2015
1648,"RANIHAT- MANGALABAGH
AREA, CUTTACK, ORISSA",ODISHA,31,33,8,7.8,213,300,2015
1649,"KHAAGIRI AREA,
BHUBANESWAR, ORISSA",ODISHA,28,32,6,7,134,721,2015
1650,"CAPITAL HOSPITAL AREA,
BHUBANESWAR, ORISSA",ODISHA,28,32,6,8,322,388,2015
1651,"OLD TOWN-SAMANTARAAIPUR AREA,
BHUBANESWAR, ORISSA",ODISHA,31,32,8,8.1,225,412,2015
1652,"KALPNA - LAXMINAGAR
AREA, BHUBANESWAR,
ORISSA",ODISHA,30,32,6,7,238,269,2015
1653,"MANCHESWAR
INDUSTRIAL AREA,
BHUBANESWAR, ORISSA",ODISHA,31,32,7,7.1,158,246,2015
1654,"SECRETARIAT-GOVERNOR HOUSE-OLDBUS STA AREA,
BHUBANESWAR, ORISSA",ODISHA,28,32,7,6.8,136,499,2015
1655,"NEAR SEA BEACH, PURI,
ORISSA",ODISHA,24,36,8,8.3,970,1082,2015
1656,"NEAR JAGANNATH
TEMPLE, PURI, ORISSA",ODISHA,24,35,8,8.3,947,1166,2015
1657,"HOSPITAL - BUSSTA-MAUSHIMA TEMPLE AREA,
PURI, ORISSA",ODISHA,24,36,7,8.1,528,912,2015
1658,"NEAR RIVER
KUSHABHADRA, PURI,
ORISSA",ODISHA,25,35,8,8,252,389,2015
1397,"WELL AT MUTHIALPET
AREA(I), PUDUCHERRY",PONDICHERRY,31,32,7,7.5,400,415,2015
1398,"WELL AT THENGAITHITTU
AREA, (II) PUDUCHERRY",PONDICHERRY,32,32,7,7.3,1276,1330,2015
1453,"WELL AT
MUTHARAPLATYAM
(PWD), PUDUCHERRY",PONDICHERRY,31,32,7,7.5,592,600,2015
1454,"WELL AT KALAPET, POI.
UNIVER. ADMN. BLOCK,
PUDUCHERRY",PONDICHERRY,32,32,7,7.2,200,255,2015
1687,"NEHRU STATUE,
PUDUCHERRY",PONDICHERRY,30,31,7,7.4,1521,1582,2015
1688,"KATTERIKUPPAM,
PUDUCHERRY",PONDICHERRY,31,32,7,7.4,608,622,2015
1689,"CHUNMBAR RIVER,
PUDUCHERRY",PONDICHERRY,27,33,7,8,354,1622,2015
2009,KURUMBAPET,PONDICHERRY,32,33,7,7.4,564,578,2015
2010,METTUPALAYAM,PONDICHERRY,32,32,7,7.6,1295,1455,2015
2011,URUVAIYAR,PONDICHERRY,32,32,7,7.7,3700,4200,2015
2012,KARUVADIKUPPAM,PONDICHERRY,32,32,7,7.8,1740,1840,2015
2013,"T.R.PATTINAM, KARAIKAL",PONDICHERRY,27,28,8,7.8,1680,1704,2015
2014,"VADAMATTAM, KARAIKAL",PONDICHERRY,28,29,8,7.7,1400,1462,2015
2446,PALLUR,PONDICHERRY,27,27,7,6.9,229,229,2015
2447,PANTHAKKAL,PONDICHERRY,25,25,7,6.9,135.4,135,2015
1898,"PETROL PUMP OPP.
HERO CYCLE,
LUDHIANA",PUNJAB,15,15,7,7.4,1067,1067,2015
1899,"BHAGWAN SINGH,
H.NO.907, DASMESH
NAGAR, GALI NO. 6,
LUDHIANA",PUNJAB,,,7,7.1,1201,1201,2015
1900,"GURCHAARAN SINGH
HAIBOWAL DAIRY
COMPLEX, LUDHIANA",PUNJAB,,,7,6.9,1096,1096,2015
1901,"DUSSHERA GROUND
INDUSTRIAL ESTATE,
LUDHIANA",PUNJAB,,,7,7.4,852,852,2015
1902,"SHUKLA TEA STAL
POINT, LUDHIANA",PUNJAB,15,15,7,7.1,1472,1472,2015
1903,"PUNJAB
AGRICULTUREAL
UNIVERSITY, LUDHIANA",PUNJAB,,,7,7.3,607,607,2015
2916,"NEAR LAFILL SITE,
AMRITSAR, PUNJAB",PUNJAB,,,7,7.1,734,734,2015
2917,"NEAR HARMAIR SAHEB,
AMRITSAR, PUNJAB",PUNJAB,,,7,7.1,1240,1240,2015
2918,"DERA BASSI, PUNJAB",PUNJAB,,,7,6.9,2029,2029,2015
2919,"DERA BASSI, PUNJAB",PUNJAB,,,7,6.9,1680,1680,2015
2920,"HAMIRA VILLAGE,
PUNJAB",PUNJAB,,,7,7.3,1040,1040,2015
2921,"HAMIRA VILLAGE,
PUNJAB",PUNJAB,,,8,7.6,390,390,2015
2922,"LEATHER COMPLEX,
JALANDHAR, PUNJAB",PUNJAB,,,8,7.8,2310,2310,2015
2923,"LEATHER COMPLEX,
JALANDHAR, PUNJAB",PUNJAB,,,8,7.5,1834,1834,2015
2924,"MAI GOBIGARH, PUNJAB",PUNJAB,,,7,7.4,978,978,2015
2925,"MAI GOBIGARH, PUNJAB",PUNJAB,,,8,7.8,2025,2025,2015
2926,"NANGAL, PUNJAB",PUNJAB,,,7,7.1,1280,1280,2015
2927,"NANGAL, PUNJAB",PUNJAB,,,8,8,1788,1788,2015
2928,"ROPAR, PUNJAB",PUNJAB,,,7,7.4,548,548,2015
2929,"ROPAR, PUNJAB",PUNJAB,,,7,7.4,645,645,2015
2930,"TOANSA, PUNJAB",PUNJAB,,,7,7.4,1660,1660,2015
2931,"TOANSA, PUNJAB",PUNJAB,,,7,6.7,368,368,2015
1415,"WELL OF LOOMJI,
CHAUDHARY, NEAR
NAYAGAON, PALI, (U/S 1
KM. FROM PALI TOWN),
RAJASTHAN",RAJASTHAN,25,26,9,9.1,3100,3500,2015
1416,"WELL OF BHOPAL
SINGH, 24 KM. FROM
PALI TOWN, RAJASTHAN",RAJASTHAN,26,27,9,9.2,9100,20000,2015
1706,"RIICO PUMP HOUSE
NEAR MONTO MOTORS,
MIA, ALWAR,
RAJASTHAN",RAJASTHAN,28,29,8,7.8,940,1340,2015
1707,"BORE WELL IN MODI
ALKALIS & CHEMICALS,
MIA, ALWAR,
RAJASTHAN",RAJASTHAN,27,28,7,7.5,980,1310,2015
1708,"WELL KOTHI IN VILLAGE
BAGAR RAJPUT, ALWAR,
RAJASTHAN",RAJASTHAN,28,29,8,7.7,880,1370,2015
1709,"WELL AT VILLAGE
SANTHLA VERY NEAR
BHIWADI INDUSTRIAL
AREA, BHIWADI,
RAJASTHAN",RAJASTHAN,28,28,7,8,2300,2700,2015
1710,"WELL AT VILLAGE
ALUPUR, VERY NEAR
BHIWADI INDUSTRIAL
AREA, BHIWADI,
RAJASTHAN",RAJASTHAN,27,27,7,7.9,1160,1840,2015
1711,"WELL AT VILLAGE
HARCHAPUR, VERY
NEAR, BHIWADI TO
BHIWADI INDUSTRIAL
AREA, BHIWADI,
RAJASTHAN",RAJASTHAN,26,27,7,7.7,2800,3100,2015
1712,"WELL AT VILLAGE
BHIWADI , VERY NEAR,
BHIWADI TO BHIWADI
INDUSTRIAL AREA,
BHIWADI, RAJASTHAN",RAJASTHAN,28,28,7,7.8,1260,2100,2015
1713,"WELL AT VILLAGE
GATTAL, NEAR, BHIWADI
TO BHIWADI
INDUSTRIAL AREA,
BHIWADI, RAJASTHAN",RAJASTHAN,27,27,7,8,1460,2600,2015
1715,"HA PUMP NEAR
SECOARY SCHOOL
ABOUT 300M. FROM
KANSUA NALA, DEOLI
ARAB VILLAGE, KOTA,
RAJASTHAN",RAJASTHAN,22,29,8,8.1,1240,1520,2015
1720,"CHAUDHARY KA WELL
VILLAGE PANIALA,
KOTAPUTALI NEAR
ASSOCIATED ALCOHOL
BREVERIES LTD JAIPUR,
RAJASTH",RAJASTHAN,25,27,7,8,1200,1340,2015
1721,"PHED WELL NEAR
RAILWAY LINE
JHOTAWARA, JAIPUR,
RAJASTHAN",RAJASTHAN,28,30,8,8.2,560,3800,2015
1723,"HA PUMP OF VIDHANI
VILLAGE GONER ROAD
JAIPUR, RAJASTHAN",RAJASTHAN,25,26,8,7.9,2000,4100,2015
1724,"WELL OF GOOJARON KI
TALAI, MOHANA ROAD
SANGANER JAIPUR,
RAJASTHAN",RAJASTHAN,25,28,8,8.4,1280,2700,2015
1725,"PUBLIC HA PUMP
BEFORE SANGANER
PULIA, RAJASTHAN",RAJASTHAN,26,27,7,8.5,1510,2000,2015
2015,"PABUPURA ROAD NEAR
CIVIL AIR PORT,
JODHPUR (MANGILAL",RAJASTHAN,26,28,8,8.3,3700,4100,2015
,RATHOR),,,,,,,,2015
2016,"VILLAGE VINAYAKIA,
JODHPUR (HIRALAL
KUMHAR)",RAJASTHAN,27,29,7,8.1,1330,1800,2015
2017,"VILLAGE VINAYAKIA,
JODHPUR (BADRI
KUMHAR)",RAJASTHAN,28,31,7,8.1,1900,2900,2015
2018,"VILLAGE VINAYAKIA,
JODHPUR (HUKUM
SINGH RATHORE)",RAJASTHAN,26,28,8,8.4,3700,4400,2015
2019,"NEAR UIT BRIDGE,
UDAIPUR",RAJASTHAN,26,28,7,7.1,167,1190,2015
2020,"NEW FATEHPURA, 200
FT.FROM PANCHWATI
NALLAH, UDAIPUR",RAJASTHAN,26,28,7,7,1330,2100,2015
2021,"NEAR ARVI GENERAL
STORE, ALOO FACTORY,
KACCHI BASTI,
SARDARPURA, UDAIPUR",RAJASTHAN,26,27,7,7.3,1340,1650,2015
2022,"NEAR RANA PRATAP
NAGAR, RAILWAY
STATION, UDAIPUR",RAJASTHAN,26,28,7,6.9,1580,2000,2015
2023,"HOTEL ORIENT PLACE,
SUBHAS NAGAR,
UDAIPUR",RAJASTHAN,26,26,7,7,1210,1580,2015
2024,"IN SIDE SHIV TEMPLE
NEAR AIR FORCE
STATION AMER ROAD,
JAIPUR",RAJASTHAN,28,28,7,8.6,1610,2700,2015
2025,"NEAR SHREE
KALYANESHWAR
MPCBADEV TEMPLE, JAI
SINGH PURA KHURD,
JAIPUR.",RAJASTHAN,26,29,7,7.8,1470,2200,2015
2026,"NEAR FOJI NAGAR,
KACCHI BASTI,
AMBABARI, JAIPUR.",RAJASTHAN,27,28,7,8.1,850,1570,2015
2027,"NEAR ABN CENTRAL
ACADEMY, SUSILPURA,
SODALA, JAIPUR.",RAJASTHAN,26,28,8,8,1100,1250,2015
2028,"NEAR SAMSHAN
VISHWAKARMA NAGAR,
MPCBARANIFARM,
JAIPUR",RAJASTHAN,26,27,7,8.3,660,1280,2015
2029,"NEAR GAHI BHWAN,
AJMER",RAJASTHAN,27,31,7,8.3,1130,1130,2015
2031,"NEAR 9 NO. PETROL
PUMP, NEAR ADARSH
NAGAR GATE, AJMER",RAJASTHAN,27,30,7,8.5,1070,1190,2015
2032,"NEAR KHANPURA
TALAB, AJMER",RAJASTHAN,27,30,8,8.3,270,370,2015
2033,"OUTSIDE JLN HOSPITAL,
AJMER",RAJASTHAN,28,31,7,8.4,1610,2400,2015
2957,"WELL/ HA PUMPS IN THE
RIICO INDUSTRIAL
AREA, BANSWARA,
RAJASTHAN",RAJASTHAN,25,28,6,8.6,620,910,2015
2958,"WELL OF SH. BHURA
RAM, KHETRI NGAR,
JHUNJHUNU,
RAJASTHAN",RAJASTHAN,27,27,7,7.1,3700,3700,2015
2959,"WELL OF SH. BRIJA
RAM, KHETRI NAGAR,
JHUNJHUNU,
RAJASTHAN",RAJASTHAN,25,27,8,8,510,4300,2015
2960,"WELL INFRONT OF
SINGHANA POLICE
STATION, SINGHANA,
JHUNJHUNU,
RAJASTHAN",RAJASTHAN,25,27,8,8.1,2800,4100,2015
2961,"WELL OF SH MNAGAL
CHA MEENA, MANPUR
MACHERI, JAIPUR,
RAJASTHAN",RAJASTHAN,25,29,8,8,670,2400,2015
2962,"WELL OF SH MOOL CHA
RAIGER, MANPUR
MACHERI, JAIPUR,
RAJASTHAN",RAJASTHAN,25,28,8,8.7,630,720,2015
2963,"WELL OF RIICO AT
LEATHER COMPLEX,
MANPUR MACHERI,
JAIPUR, RAJASTHAN",RAJASTHAN,25,28,8,8.9,550,740,2015
2964,"WELL AT IIA PUBLIC
SCHOOL, MANPUR
MACHERI, JAIPUR,
RAJASTHAN",RAJASTHAN,26,29,8,7.8,1130,1350,2015
2965,"SHRI GIRDHARI SINGH
CHOUDHARY NEAR BAI
RIVER BRIDGE, PALI
BYE PASS ROAD, PALI,
RAJASTHAN",RAJASTHAN,25,26,8,8.4,5700,8600,2015
2966,"SHRI GIRDHARI SINGH
RAJPUROHIT NEAR
VILLAGE PUNAYATA,
JODHPUR- SUMERPUR
BYE PASS ROAD, PALI,
RAJASTHAN",RAJASTHAN,25,27,8,8.9,3800,5200,2015
2967,"SH. POL SINGH
PUROHIT, VILLAGE
PUNAYATA, PALI,
RAJASTHAN",RAJASTHAN,24,27,8,8.6,6500,7300,2015
2968,"SH. BHANA RAM KALAL,
DHARU NAGAR, NEAR
MAIN MAIA ROAD, OPP.
VILLAGE MAIA, PALI,
RAJASTHAN",RAJASTHAN,25,27,8,8.9,4200,5200,2015
2969,"M/S SPECIALTY SILICA
LTD., MIA ALWAR AGRO
FOOD PARK, ALWAR,
RAJASTHAN",RAJASTHAN,27,28,7,7.5,690,800,2015
2970,"RIICO TUBE WELL, RIA,
BEHROR, RAJASTHAN",RAJASTHAN,28,28,8,7.5,1420,1630,2015
2971,"RIICO TUBE WELL, RIA,
NEEMRANA,
RAJASTHAN",RAJASTHAN,27,28,8,7.9,1620,2100,2015
2972,"RIICO TUBE WELL, RIA,
SOTANALA, RAJASTHAN",RAJASTHAN,29,29,8,8.9,1810,2600,2015
2973,"RIICO TUBE WELL, RIA,
SHAHJAHANPUR,
RAJASTHAN",RAJASTHAN,27,28,8,7.6,1410,1570,2015
2974,"VILLAGE AGYARA,
TEHSIL- RAMGARH,
ALWAR, RAJASTHAN",RAJASTHAN,27,27,7,7.6,790,1400,2015
2975,"VILLAGE BAGER MEO,
TEHSIL- RAMGARH,
ALWAR, RAJASTHAN",RAJASTHAN,28,28,8,8.8,730,4100,2015
2976,"SUJAN GANGA,
BHARATPUR,
RAJASTHAN",RAJASTHAN,10,34,8,8.9,5900,8400,2015
2977,"WELL OF RAM CHARA
DEWRA, VILLAGE-SANGARIA, JODHPUR,
RAJASTHAN",RAJASTHAN,24,30,8,8.2,9200,15900,2015
2982,"WELL OF BIRMA RAM
PATEL, SALAWAS,
JODHPUR, RAJASTHAN",RAJASTHAN,25,25,8,8,9900,15300,2015
2985,"WELL OF GIRDHARI RAM
MEGHWAL, VILLAGE-NAWAN, JODHPUR,
RAJASTHAN",RAJASTHAN,26,31,7,8,11700,20000,2015
2986,"TUBE WELL OF
GIRDHARI LAL, BHITUJA,
RAJASTHAN",RAJASTHAN,28,33,8,8.5,8700,14900,2015
2987,"CWR OF PHED, BHITUJA,
RAJASTHAN",RAJASTHAN,28,33,8,8.4,6700,8400,2015
2988,"WELL OF PEMA RAM
MALI, BHITUJA,
RAJASTHAN",RAJASTHAN,28,33,8,8.9,5800,12700,2015
2989,"WELL OF BABULAL
UKKAD JI MALI,
SAKARNA BERA,
BALOTRA, , JODHPUR,
RAJASTHAN",RAJASTHAN,32,33,8,9.1,6600,23000,2015
2990,"WELL OF BHIKSINGH
S/O AMAR SINGH
PUROHIT, SAKARNA
BERA, BALOTRA,
JODHPUR, RAJASTHAN",RAJASTHAN,32,33,8,8.8,10100,13700,2015
2991,"WELL OF BHAG JI
LAXMAN RAM MALI,
SAKARNA BERA,
BALOTRA, JODHPUR,
RAJASTHAN",RAJASTHAN,33,34,8,8.7,8800,12300,2015
2993,"WELL OF CHOUTHA RAM
PUSA PAM, LEFT SIDE
OF BRIDGE LUNI,
BALOTRA, RAJASTHAN",RAJASTHAN,33,34,8,9,18500,19700,2015
3000,"BORE WELL SH. UMESH
KUMAR S/O SH.
HORIDWARI RAM 3A-16
UIT, BHUTIJA,
RAJASTHAN",RAJASTHAN,26,29,8,7.7,2600,2800,2015
3001,"BORE WELL SH. BHRAM
JEET SERVICE STATION,
BHIWADI, RAJASTHAN",RAJASTHAN,26,26,7,7.9,127,1460,2015
3002,"BORE WELL M/S R.C.
PALACE HOTEL,
BHIWADI, RAJASTHAN",RAJASTHAN,27,28,7,7.9,730,1110,2015
3003,"BORE WELL OFFICE OF
RAJ. HOUSING BOARD,
BHIWADI, RAJASTHAN",RAJASTHAN,26,26,7,7.8,2500,3200,2015
3004,"BORE WELL OF M/S
MODERN PUBLIC
SCHOOL, BHIWADI,
RAJASTHAN",RAJASTHAN,28,28,8,7.9,2200,2700,2015
3006,"HA PUMP NEAR NEVTA
TIRAHA, NEVTA DAM,
SANGANER, JAIPUR,
RAJASTHAN",RAJASTHAN,25,27,8,8.1,1500,2100,2015
32,"WELL AT MUSIRI, TAMIL
NADU",TAMIL NADU,25,28,7,7.5,1600,1650,2015
1449,"COLLECTOR WELL AT
THIRUPUVANAM FOR
MADURAI WAT. SUPPLY
SCHEME, TAMILNADU",TAMIL NADU,25,29,7,8.2,1251,1605,2015
1405,"WELL AT UDAIPUR
(TUBEWELL),
TRIPURA",TRIPURA,26,28,7,7.5,172,186,2015
1406,"WELL AROU
UDAIPUR
(TUBEWELL),
TRIPURA",TRIPURA,26,27,6,7.8,338,358,2015
1730,"KUNJBAN,
AGARTALA,
TRIPURA",TRIPURA,27,28,5,7.8,40,202,2015
1731,"LANKAMURA,
TRIPURA",TRIPURA,28,28,6,7.7,99,102,2015
1732,"A.D.NAGAR,
AGARTALA,
TRIPURA",TRIPURA,27,28,6,7.7,112,123,2015
1733,"SHIBNAGAR,
AGARTALA,
TRIPURA",TRIPURA,28,28,6,7.9,145,146,2015
1734,"GAHIGRAM,
AGARTALA,
TRIPURA",TRIPURA,27,28,6,7.4,175,210,2015
1736,"GROUND WATER
QUALITY STATION
SARDARNAGAR, U.P",UTTAR PRADESH,19,20,7,7,956,1064,2015
1737,"GROUND WATER
QUALITY STATION
CAPTANGANJ, U.P",UTTAR PRADESH,18,20,7,7,708,776,2015
1742,"CHINHAT INDUSTRIAL
AREA IN LUCKNOW
NEAR M/S IIA
PESTICIDES
LUCKNOW, U.P",UTTAR PRADESH,27,27,7,7.9,352,374,2015
1743,"AISHBAGH
INDUSTRIAL AREA AT
LUCKNOW NEAR M/S
EVEREADY
INDUSTRIES LTD.
LUCKNOW, U.P",UTTAR PRADESH,27,27,7,7.9,757,764,2015
1746,"NAGAR PALIKA TUBE
WELL, SULTANPUR,
U.P",UTTAR PRADESH,18,20,8,7.6,801,861,2015
1747,"IIA MARKA HA PUMP IN
SAROWNI BLOCK AT
RAIBAREILLY, U.P",UTTAR PRADESH,19,20,8,7.8,861,869,2015
1749,"TUBE WELL AT
MEERUT CITY, U.P",UTTAR PRADESH,20,20,7,7.5,570,730,2015
1750,"TUBE WELL AT
BAGPAT CITY, U.P",UTTAR PRADESH,20,21,7,7.4,570,700,2015
1752,"HA PUMP SITE-4,SAHIBABAD I AREA",UTTAR PRADESH,22,22,7,7,3020,3020,2015
1753,"HA PUMP GAUSHALA
MEERUT ROAD I.",UTTAR PRADESH,22,23,7,7.6,900,1620,2015
1754,"HA PUMP HAPUR
ROAD I.AREA,HAPUR",UTTAR PRADESH,21,23,7,7,1040,1160,2015
1755,"HA PUMP PILAKHUWA
I. AREA,HAPUR",UTTAR PRADESH,21,23,8,7.5,1380,1755,2015
1756,"GOPIGANJ
INDUSTRIAL AREA
BHADOHI, VARANASI,
U.P",UTTAR PRADESH,27,28,7,7.5,425,432,2015
1757,"MIRZAPUR
INDUSTRIAL AREA, U.P",UTTAR PRADESH,24,24,7,7.8,1485,1697,2015
1758,"GROUND AROUND
STP DINAPUR,
VARANASI, U.P",UTTAR PRADESH,26,27,7,7.4,450,496,2015
1759,"IFFCO, PHOOLPUR,
ALLAHABAD, U.P",UTTAR PRADESH,24,24,8,7.5,1366,1523,2015
1760,"M/S KANORIA
CHEMICAL
SONBHADRA, U.P",UTTAR PRADESH,23,24,7,7.2,1156,1174,2015
1761,"TUBE WELL IN
SINGRAULI
INDUSTRIAL AREA, U.P",UTTAR PRADESH,24,24,7,7.2,1070,1076,2015
2467,"CHAPUR INDUSTRIAL
AREA, LAHARTARA,
VARANASI",UTTAR PRADESH,25,27,7,7.4,422,504,2015
2468,"BHADOHI INDUSTRIAL
AREA, DEVELOPMENT
AUTHORITY, SANT
RAVIDAS NAGAR",UTTAR PRADESH,26,27,7,7.5,442,468,2015
2469,"AT INDUSTRIAL AREA.
NAINI, ALLAHABAD",UTTAR PRADESH,23,24,8,7.9,1185,1194,2015
2470,"AT INDUSTRIAL AREA,
FATEHPUR",UTTAR PRADESH,23,24,7,7.4,1506,1515,2015
2471,"GORAKHPUR
INDUSTRIAL
DEVELOPMENT
AUTHORITY AREA
(GIDA), GORAKHPUR",UTTAR PRADESH,18,21,8,8.1,454,506,2015
2472,"VILLAGE DAURALA,
MEERUT",UTTAR PRADESH,20,21,7,7.5,820,840,2015
2473,"KHEKRA, BAGHPAT",UTTAR PRADESH,19,22,7,7.4,740,740,2015
2474,"UNCHAHAAR (NEAR
THERMAL POWER
PLANT)",UTTAR PRADESH,19,21,8,7.8,752,781,2015
2475,"INDUSTRIAL AREA,
SULTANPUR ROAD",UTTAR PRADESH,20,21,8,8.1,759,761,2015
2477,"ARYA KANYA INTER
COLLEGE, ORAI,
JALAUN",UTTAR PRADESH,21,31,7,7.8,1459,4970,2015
2478,"DEVA ROAD,
INDUSTRIAL AREA,
CHAINHAT, LKO NEAR
UPTRON POLICE
CHOWKI, LUCKNOW",UTTAR PRADESH,27,27,8,7.6,311,415,2015
3447,"GROUND WATER AT
KASHIPUR
MORADABAD ROAD- 2",UTTRAKHAND,,,,,,,2015
1766,"MINE PIT WATER
ASSANSOL, WEST
BENGAL",WEST BENGAL,30,30,8,8.5,808,816,2015
1767,"DURGAPUR TOWN,
NEAR IISCO,
BURDWAN, WEST
BENGAL",WEST BENGAL,29,30,7,7.8,824,886,2015
1768,"DURGAPUR TOWN,
BURDWAN, WEST
BENGAL",WEST BENGAL,27,29,7,8,469,837,2015
1769,"INSIDE HINDUSTAN
LIVER FACTORY,
HALDIA, WEST
BENGAL",WEST BENGAL,33,35,8,8.4,1152,2010,2015
1770,"NEAR IOC REFINERY
HALDIA, WEST
BENGAL",WEST BENGAL,36,36,8,8.4,1760,1986,2015
1771,"KALYANI INDUSTRIAL
AREA, NADIA, WEST
BENGAL",WEST BENGAL,27,29,8,8.3,822,880,2015
1772,"BARSAT MUNICIPALITY
NORTH 24-P, WEST
BENGAL",WEST BENGAL,28,31,8,8.2,953,1077,2015
1773,"TANGRA, CALCUTTA ,
WEST BENGAL",WEST BENGAL,28,29,8,7.6,1905,2362,2015
1774,"TOPSIA CALCUTTA,
WEST BENGAL",WEST BENGAL,29,30,7,7.3,1725,1865,2015
1775,"DHAPA CALCUTTA,
WEST BENGAL",WEST BENGAL,25,32,7,7.4,1840,1948,2015
1776,"GARIA CALCUTTA,
WEST BENGAL",WEST BENGAL,29,31,7,7.3,1331,1351,2015
1777,"BEHALA CALCUTTA,
WEST BENGAL",WEST BENGAL,28,28,8,8.3,874,895,2015
1778,"DOMJUR HOWRAH,
WEST BENGAL",WEST BENGAL,25,29,8,7.8,750,1225,2015
1779,"DANKUNI (NEAR COAL
COMPLEX), WEST
BENGAL",WEST BENGAL,26,28,8,8.2,1060,1094,2015
1813,"RISHRA, WEST
BENGAL",WEST BENGAL,27,28,7,8.2,841,864,2015
1931,"COSSIPORE - NORTH
KOLKATA",WEST BENGAL,28,28,7,7.9,481,2348,2015
1933,"NEAR GALVANISATION
UNIT, HOWRAH",WEST BENGAL,26,29,8,7.8,1098,1901,2015
1935,"INSIDE KOLKATA
LEATHER COMPLEX",WEST BENGAL,28,30,7,7.4,1498,1986,2015
1936,RESIDENTIAL AREA -SONARPUR,WEST BENGAL,29,31,8,7.8,898,945.5,2015
1937,"RAJARHAT - NEW
TOWNSHIP",WEST BENGAL,27,29,8,7.6,1040,1496,2015
1938,"BSIRHAT
MUNICIPALITY",WEST BENGAL,27,28,8,8.5,1744,1774,2015
1939,"BARRAKPORE
MUNICIPALITY",WEST BENGAL,28,28,8,8.2,396,403,2015
1940,"NEAR THE
PHOSPHATE
COMPANY-RISHRA",WEST BENGAL,26,29,8,8.3,526,533,2015
1941,"NEAR EXIDE
INDUSTRIES-HALDIA",WEST BENGAL,27,29,8,7.9,302,366,2015
1942,"NEAR FLY ASH
DUMPING SITE-KUNTIGHAT, BAEL",WEST BENGAL,34,35,8,8.1,1213,1758,2015
1943,"INSIDE TATA
METALIKS,
KHARAGPUR",WEST BENGAL,31,32,8,8.2,399,458,2015
1944,"KHARAGPUR
INDUSTRIAL AREA",WEST BENGAL,30,31,7,8.3,96,99.2,2015
1945,ENGLISH BAZAR-MALDAH,WEST BENGAL,26,36,8,7.6,555,576,2015
2510,"GEOKHALI BUNGLOW
MIDNAPUR-EAST",WEST BENGAL,28,29,8,8.7,804,931,2015
2515,"SDO OFFICE,
RANAGHAT",WEST BENGAL,28,28,7,7.5,573,587,2015
2516,"SDO OFFICE,
KRISHNANAGAR",WEST BENGAL,28,28,8,7.6,712,1074,2015
2526,FULBARI BARRAGE,WEST BENGAL,18,27,6,7,85,327.5,2015
2528,"GROUND WATER
POINT INSIDE
BURDWAN
UNIVERSITY",WEST BENGAL,29,30,7,7.5,441,788,2015
2529,"GROUND WATER
POINT NEAR
BURDWAN STATION",WEST BENGAL,29,30,7,7.2,702,789,2015
2530,"HOT SPRING AT
BAKRESHWAR",WEST BENGAL,60,70,9,9.7,604,606,2015
2533,"SURI TOWN NEAR BUS
STA",WEST BENGAL,30,31,7,7.4,272,781,2015
2535,VISVA BHARATI,WEST BENGAL,29,35,8,8.6,505,526,2015
2536,"NALHATI RAILWAY
STATION OF BIRBHUM",WEST BENGAL,28,29,7,7,863,911,2015
2537,"BOLPUR NEAR
RAILWAY STATION",WEST BENGAL,27,29,8,8.3,302,632,2015
